gene_callers_id	source	accession	function	e_value
2433	COG24_FUNCTION	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose) (GtrA) (PDB:5MLZ) (PUBMED:24710389)	2.59e-83
2433	COG24_CATEGORY	I	Lipid transport and metabolism	0
2433	Pfam	PF04138.21	GtrA/DPMS, transmembrane domain	9.6e-28
2434	prodigal	WP_001176863.1	glycerate kinase	0
2434	GENBANK_LOCUS_TAG	SAUSA300_RS13150	SAUSA300_RS13150	0
2434	COG24_FUNCTION	COG1929	Glycerate kinase (GlxK) (PDB:1TO6)	1.81e-274
2434	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
2434	COG24_PATHWAY	COG1929	Non-phosphorylated Entner-Doudoroff pathway	1.81e-274
2434	KOfam	K00865	glycerate 2-kinase [EC:2.7.1.165]	8.8e-154
2434	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.165  glycerate 2-kinase	0.0
2434	Pfam	PF02595.21	Glycerate kinase family	3.3e-152
2435	prodigal	WP_000831298.1	membrane protein	0
2435	GENBANK_LOCUS_TAG	SAUSA300_RS13155	SAUSA300_RS13155	0
2436	prodigal	WP_001192075.1	multidrug effflux MFS transporter	0
2436	GENBANK_LOCUS_TAG	SAUSA300_RS13160	SAUSA300_RS13160	0
2436	COG24_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	1.51e-264
2436	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
2436	KOfam	K07552	MFS transporter, DHA1 family, multidrug resistance protein	8.4e-112
2436	KEGG_BRITE	ko02000	Transporters>>>Major facilitator superfamily (MFS)>>>Drug transporters>>>Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]	0.0
2436	Pfam	PF07690.22	Major Facilitator Superfamily	8.1e-42
2436	Pfam	PF00083.31	Sugar (and other) transporter	1.1e-09
2437	prodigal	WP_000456489.1	GyrI-like domain-containing protein	0
2437	GENBANK_LOCUS_TAG	SAUSA300_RS13165	SAUSA300_RS13165	0
2437	COG24_FUNCTION	COG3708	Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain (YdeE)	9.36e-109
2437	COG24_CATEGORY	K	Transcription	0
2437	Pfam	PF14526.12	Integron-associated effector binding protein	6.7e-15
2437	Pfam	PF06445.21	GyrI-like small molecule binding domain	6.4e-15
2438	prodigal	WP_001080281.1	C39 family peptidase	0
2438	GENBANK_LOCUS_TAG	SAUSA300_RS13170	SAUSA300_RS13170	0
2438	COG24_FUNCTION	COG4990	Predicted cysteine peptidase, C39 family (YvpB) (PDB:3ERV)	5.49e-165
2438	COG24_CATEGORY	R	General function prediction only	0
2438	Pfam	PF13529.14	Peptidase_C39 like family	6.8e-17
2439	prodigal	WP_000690197.1	metallophosphoesterase	0
2439	GENBANK_LOCUS_TAG	SAUSA300_RS13175	SAUSA300_RS13175	0
2439	COG24_FUNCTION	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	5.95e-203
2439	COG24_CATEGORY	T	Signal transduction mechanisms	0
2439	KOfam	K07096	uncharacterized protein	2.9e-17
2439	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
2439	Pfam	PF00149.34	Calcineurin-like phosphoesterase	1.4e-13
2439	Pfam	PF12850.13	Calcineurin-like phosphoesterase superfamily domain	1.3e-08
2440	prodigal	WP_000101538.1	amino acid permease	0
2440	GENBANK_LOCUS_TAG	SAUSA300_RS13180	SAUSA300_RS13180	0
2440	COG24_FUNCTION	COG1113	L-asparagine transporter or related permease (AnsP)	1.29e-275
2440	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2440	KOfam	K11737	D-serine/D-alanine/glycine transporter	5.4e-210
2440	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
2440	Pfam	PF00324.28	Amino acid permease	3.6e-110
2440	Pfam	PF13520.13	Amino acid permease	2.7e-44
2441	prodigal	WP_001185692.1	cation:proton antiporter	0
2441	GENBANK_LOCUS_TAG	SAUSA300_RS13185	SAUSA300_RS13185	0
2441	COG24_FUNCTION	COG0025	NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)	0
2441	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
2441	KOfam	K24163	monovalent cation/hydrogen antiporter	5.2e-160
2441	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
2441	Pfam	PF00999.27	Sodium/hydrogen exchanger, transmembrane	1.2e-47
2442	prodigal	WP_000483049.1	APC family permease	0
2442	GENBANK_LOCUS_TAG	SAUSA300_RS13195	SAUSA300_RS13195	0
2442	COG24_FUNCTION	COG0531	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family (PotE) (PDB:3LRB) (PUBMED:33481774;32743959)	0
2442	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2442	Pfam	PF13520.13	Amino acid permease	1.4e-39
2443	prodigal	WP_000208576.1	serine hydrolase domain-containing protein	0
2443	GENBANK_LOCUS_TAG	SAUSA300_RS13205	SAUSA300_RS13205	0
2443	COG24_FUNCTION	COG1680	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	0
2443	COG24_CATEGORY	V	Defense mechanisms	0
2443	KOfam	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	5.2e-46
2443	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.16  Serine-type carboxypeptidases>>>3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	0.0
2443	Pfam	PF00144.30	Beta-lactamase	3.2e-76
2444	prodigal	WP_000034507.1	NAD-dependent epimerase/dehydratase family protein	0
2444	GENBANK_LOCUS_TAG	SAUSA300_RS13210	SAUSA300_RS13210	0
2444	COG24_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	6.95e-205
2444	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
2444	Pfam	PF01073.26	3-beta hydroxysteroid dehydrogenase/isomerase family	6.5e-14
2444	Pfam	PF01370.28	NAD dependent epimerase/dehydratase family	1.3e-21
2444	Pfam	PF16363.12	GDP-mannose 4,6 dehydratase	1.1e-07
2444	Pfam	PF13460.13	NAD(P)H-binding 	2.6e-15
2444	Pfam	PF05368.20	NmrA-like family	2e-09
2444	Pfam	PF02719.22	Polysaccharide biosynthesis protein	1.2e-09
2444	Pfam	PF04321.24	RmlD substrate binding domain	2.9e-11
2445	prodigal	WP_000684056.1	2-dehydropantoate 2-reductase	0
2445	GENBANK_LOCUS_TAG	SAUSA300_RS13220	SAUSA300_RS13220	0
2445	COG24_FUNCTION	COG1893	Ketopantoate reductase (PanE) (PDB:1BG6)	1.32e-223
2445	COG24_CATEGORY	H	Coenzyme transport and metabolism	0
2445	COG24_PATHWAY	COG1893	Pantothenate/CoA biosynthesis	1.32e-223
2445	KOfam	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	5.1e-72
2445	KEGG_Module	M00119!!!M00913!!!M00914	Pantothenate biosynthesis, valine/L-aspartate => pantothenate!!!Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate!!!Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	0.0
2445	KEGG_Class	M00119!!!M00913!!!M00914	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
2445	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.169  2-dehydropantoate 2-reductase	0.0
2445	Pfam	PF02558.23	Ketopantoate reductase PanE/ApbA	1.3e-42
2445	Pfam	PF08546.18	Ketopantoate reductase PanE/ApbA C terminal	9.3e-36
2445	Pfam	PF03446.22	NAD binding domain of 6-phosphogluconate dehydrogenase	2.3e-05
2445	Pfam	PF01210.30	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	1.8e-06
2446	prodigal	WP_000381270.1	MFS transporter	0
2446	GENBANK_LOCUS_TAG	SAUSA300_RS13225	SAUSA300_RS13225	0
2446	COG24_FUNCTION	COG0477	MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)	4.77e-316
2446	COG24_CATEGORY	G!!!E!!!P!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!Inorganic ion transport and metabolism!!!General function prediction only	0
2446	KOfam	K08170	MFS transporter, DHA2 family, multidrug resistance protein	4.4e-199
2446	KEGG_Module	M00702	Multidrug resistance, efflux pump NorB	0.0
2446	KEGG_Class	M00702	Signature modules; Gene set; Drug resistance	0.0
2446	KEGG_BRITE	ko02000!!!ko01504	Transporters>>>Major facilitator superfamily (MFS)>>>Drug transporters>>>Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3]!!!Antimicrobial resistance genes>>>Gene sets>>>Multipdrug resistance modules>>>Multidrug resistance, efflux pump NorB [MD:M00702]	0.0
2446	Pfam	PF07690.22	Major Facilitator Superfamily	1.4e-47
2447	prodigal	WP_000398941.1	ABC transporter permease	0
2447	GENBANK_LOCUS_TAG	SAUSA300_RS13230	SAUSA300_RS13230	0
2447	COG24_FUNCTION	COG1174	ABC-type proline/glycine betaine transport system, permease component (OpuBB)	6.19e-148
2447	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2447	KOfam	K05846	osmoprotectant transport system permease protein	1e-76
2447	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
2447	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	1.2e-25
2448	prodigal	WP_000721553.1	osmoprotectant ABC transporter substrate-binding protein	0
2448	GENBANK_LOCUS_TAG	SAUSA300_RS13235	SAUSA300_RS13235	0
2448	COG24_FUNCTION	COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein) (OsmF) (PDB:4WEP)	1.48e-221
2448	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
2448	KOfam	K05845	osmoprotectant transport system substrate-binding protein	8.3e-84
2448	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
2448	Pfam	PF04069.18	Substrate binding domain of ABC-type glycine betaine transport system	4.2e-55
2449	prodigal	WP_000569120.1	ABC transporter permease	0
2449	GENBANK_LOCUS_TAG	SAUSA300_RS13240	SAUSA300_RS13240	0
2449	COG24_FUNCTION	COG1174	ABC-type proline/glycine betaine transport system, permease component (OpuBB)	1.73e-135
2449	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2449	KOfam	K05846	osmoprotectant transport system permease protein	8.1e-82
2449	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
2449	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	1.5e-25
2450	prodigal	WP_000948970.1	betaine/proline/choline family ABC transporter ATP-binding protein	0
2450	GENBANK_LOCUS_TAG	SAUSA300_RS13245	SAUSA300_RS13245	0
2450	COG24_FUNCTION	COG1125	ABC-type proline/glycine betaine transport system, ATPase component (OpuBA)	2.17e-287
2450	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2450	KOfam	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	3.3e-140
2450	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Enzymes>>>7. Translocases>>>7.6  Catalysing the translocation of other compounds>>>7.6.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.6.2.9  ABC-type quaternary amine transporter!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
2450	Pfam	PF00005.34	ABC transporter	5.9e-36
2450	Pfam	PF00571.34	CBS domain	1.2e-22
2451	GENBANK_LOCUS_TAG	SAUSA300_RS13250	SAUSA300_RS13250	0
2452	GENBANK_LOCUS_TAG	SAUSA300_RS13255	SAUSA300_RS13255	0
2453	prodigal	WP_001291519.1	YdeI/OmpD-associated family protein	0
2453	GENBANK_LOCUS_TAG	SAUSA300_RS13260	SAUSA300_RS13260	0
2453	COG24_FUNCTION	COG4430	Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family (YdeI)	1.15e-134
2453	COG24_CATEGORY	S	Function unknown	0
2453	Pfam	PF08818.17	Domain of unknown function (DU1801)	2.9e-20
2453	Pfam	PF13376.12	Bacteriocin-protection, YdeI or OmpD-Associated	5.6e-20
2454	prodigal	WP_001030711.1	APC family permease	0
2454	GENBANK_LOCUS_TAG	SAUSA300_RS13265	SAUSA300_RS13265	0
2454	COG24_FUNCTION	COG0531	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family (PotE) (PDB:3LRB) (PUBMED:33481774;32743959)	0
2454	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2454	Pfam	PF00324.28	Amino acid permease	2.9e-33
2454	Pfam	PF13520.13	Amino acid permease	1.2e-44
2455	prodigal	WP_000700921.1	carboxylesterase family protein	0
2455	GENBANK_LOCUS_TAG	SAUSA300_RS13270	SAUSA300_RS13270	0
2455	COG24_FUNCTION	COG2272	Carboxylesterase type B (PnbA) (PDB:1K4Y)	0
2455	COG24_CATEGORY	I	Lipid transport and metabolism	0
2455	Pfam	PF07859.20	alpha/beta hydrolase fold	7.1e-08
2455	Pfam	PF20434.6	BD-FAE	5.4e-09
2455	Pfam	PF00135.35	Carboxylesterase family	2.9e-75
2456	prodigal	WP_000026194.1	MFS transporter	0
2456	GENBANK_LOCUS_TAG	SAUSA300_RS13275	SAUSA300_RS13275	0
2456	COG24_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	6.36e-262
2456	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
2456	KOfam	K18567	MFS transporter, DHA1 family, purine base/nucleoside efflux pump	8.9e-132
2456	KEGG_BRITE	ko02000	Transporters>>>Major facilitator superfamily (MFS)>>>Drug transporters>>>Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]	0.0
2456	Pfam	PF07690.22	Major Facilitator Superfamily	3.9e-64
2456	Pfam	PF00083.31	Sugar (and other) transporter	1.2e-07
2457	prodigal	WP_000072147.1	ABC transporter permease	0
2457	GENBANK_LOCUS_TAG	SAUSA300_RS13280	SAUSA300_RS13280	0
2457	COG24_FUNCTION	COG0390	ABC-type iron transport system FetAB, permease component (FetB) (PUBMED:24038693)	1.16e-170
2457	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
2457	KOfam	K02069	UDP-glucose/iron transport system permease protein	3.4e-71
2457	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>UDP-glucose/iron transporter	0.0
2457	Pfam	PF03649.19	Uncharacterised protein family (UPF0014)	1.7e-66
2458	prodigal	WP_000923520.1	ABC transporter ATP-binding protein	0
2458	GENBANK_LOCUS_TAG	SAUSA300_RS13285	SAUSA300_RS13285	0
2458	COG24_FUNCTION	COG4619	ABC-type iron transporter FetAB, ATPase component (FetA)	1.61e-149
2458	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
2458	KOfam	K02068	UDP-glucose/iron transport system ATP-binding protein	1.2e-71
2458	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>UDP-glucose/iron transporter	0.0
2458	Pfam	PF00005.34	ABC transporter	1.9e-34
2459	prodigal	WP_001076671.1	M42 family metallopeptidase	0
2459	GENBANK_LOCUS_TAG	SAUSA300_RS13290	SAUSA300_RS13290	0
2459	COG24_FUNCTION	COG1363	Putative aminopeptidase FrvX (FrvX) (PDB:1VHE)	1.9e-258
2459	COG24_CATEGORY	E!!!G	Amino acid transport and metabolism!!!Carbohydrate transport and metabolism	0
2459	KOfam	K20608	tetrahedral aminopeptidase [EC:3.4.11.-]	2.4e-119
2459	KOfam	K01261	glutamyl aminopeptidase [EC:3.4.11.7]	2.9e-123
2459	KEGG_BRITE	ko01002	Peptidases and inhibitors>>>Metallo peptidases>>>Family M42: glutamyl aminopeptidase family	0.0
2459	KEGG_BRITE	ko01000!!!ko01002	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.7  glutamyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M42: glutamyl aminopeptidase family	0.0
2459	Pfam	PF27529.1	AMPT	8.8e-08
2459	Pfam	PF01546.34	Peptidase family M20/M25/M40	7.9e-10
2459	Pfam	PF04389.23	Peptidase family M28	3.2e-07
2459	Pfam	PF05343.20	M42 glutamyl aminopeptidase	2e-119
2460	prodigal	WP_000074048.1	Txe/YoeB family addiction module toxin	0
2460	GENBANK_LOCUS_TAG	SAUSA300_RS13295	SAUSA300_RS13295	0
2460	COG24_FUNCTION	COG4115	Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)	3.82e-55
2460	COG24_CATEGORY	V	Defense mechanisms	0
2460	KOfam	K19158	toxin YoeB [EC:3.1.-.-]	1.3e-16
2460	KEGG_BRITE	ko02048	Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>YoeB-YefM	0.0
2460	Pfam	PF05016.22	ParE toxin of type II toxin-antitoxin system, parDE	5.7e-08
2460	Pfam	PF06769.21	YoeB-like toxin of bacterial type II toxin-antitoxin system	1.5e-10
2461	prodigal	WP_000587616.1	type II toxin-antitoxin system Phd/YefM family antitoxin	0
2461	GENBANK_LOCUS_TAG	SAUSA300_RS13300	SAUSA300_RS13300	0
2461	COG24_FUNCTION	COG2161	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)	7.55e-56
2461	COG24_CATEGORY	V	Defense mechanisms	0
2461	KOfam	K19159	antitoxin YefM	8.7e-20
2461	KEGG_BRITE	ko02048	Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>YoeB-YefM	0.0
2461	Pfam	PF02604.27	Antitoxin Phd_YefM, type II toxin-antitoxin system	1.2e-19
2462	GENBANK_LOCUS_TAG	SAUSA300_RS16035	SAUSA300_RS16035	0
2463	prodigal	WP_000732082.1	YehR family lipoprotein	0
2463	GENBANK_LOCUS_TAG	SAUSA300_RS13310	SAUSA300_RS13310	0
2463	COG24_FUNCTION	COG4808	Uncharacterized lipoprotein YehR, DUF1307 family (YehR) (PDB:2JOE)	6.65e-97
2463	COG24_CATEGORY	S	Function unknown	0
2463	Pfam	PF06998.17	Protein of unknown function (DUF1307)	8.5e-42
2464	prodigal	WP_000143503.1	FMN-binding glutamate synthase family protein	0
2464	GENBANK_LOCUS_TAG	SAUSA300_RS13315	SAUSA300_RS13315	0
2464	COG24_FUNCTION	COG0069	Glutamate synthase domain 2 (GltB2) (PDB:1EA0)	0
2464	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2464	COG24_PATHWAY	COG0069	Glutamine biosynthesis	0
2464	KOfam	K22083	methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]	1.1e-76
2464	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.21  methylamine---glutamate N-methyltransferase	0.0
2464	Pfam	PF01645.24	Conserved region in glutamate synthase	2.4e-98
2465	prodigal	WP_000072444.1	CPBP family lipoprotein N-acylation protein LnsB (lnsB)	0
2465	GENBANK_LOCUS_TAG	SAUSA300_RS13320	SAUSA300_RS13320	0
2465	KOfam	K27958	lipoprotein N-acylation transferase system protein [EC:2.3.1.-]	8.9e-104
2465	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
2466	prodigal	WP_000675401.1	staphylopine family metallophore export MFS transporter CntE (cntE)	0
2466	GENBANK_LOCUS_TAG	SAUSA300_RS13325	SAUSA300_RS13325	0
2466	COG24_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	3.93e-273
2466	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
2466	Pfam	PF07690.22	Major Facilitator Superfamily	9e-43
2467	prodigal	WP_000590517.1	ABC transporter ATP-binding protein	0
2467	GENBANK_LOCUS_TAG	SAUSA300_RS13330	SAUSA300_RS13330	0
2467	COG24_FUNCTION	COG1124	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppF)	1.22e-172
2467	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
2467	Pfam	PF00005.34	ABC transporter	2.4e-33
2468	prodigal	WP_000173869.1	staphylopine uptake ABC transporter ATP-binding protein CntD (cntD)	0
2468	GENBANK_LOCUS_TAG	SAUSA300_RS13335	SAUSA300_RS13335	0
2468	COG24_FUNCTION	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	1.14e-188
2468	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
2468	KOfam	K15587	nickel transport system ATP-binding protein [EC:7.2.2.11]	3.4e-108
2468	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.2.2.11  ABC-type Ni2+ transporter!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Nickel transporter	0.0
2468	Pfam	PF00005.34	ABC transporter	6.4e-29
2469	prodigal	WP_000584765.1	staphylopine uptake ABC transporter permease subunit CntC (cntC)	0
2469	GENBANK_LOCUS_TAG	SAUSA300_RS13340	SAUSA300_RS13340	0
2469	COG24_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	8.97e-179
2469	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
2469	KOfam	K02034	peptide/nickel transport system permease protein	3.8e-90
2469	KOfam	K15586	nickel transport system permease protein	2.8e-112
2469	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
2469	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Nickel transporter	0.0
2469	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	5.6e-28
2469	Pfam	PF12911.13	N-terminal TM domain of oligopeptide transport permease C	2.7e-08
2470	prodigal	WP_000472235.1	nickel/cobalt ABC transporter permease (opp1B)	0
2470	GENBANK_LOCUS_TAG	SAUSA300_RS13345	SAUSA300_RS13345	0
2470	COG24_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	1.1e-206
2470	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
2470	KOfam	K02033	peptide/nickel transport system permease protein	1.7e-94
2470	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
2470	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	2.6e-44
2470	Pfam	PF19300.5	Binding-prot-dependent transport system membrane comp, N-term	2.7e-10
2471	prodigal	WP_001229077.1	staphylopine-dependent metal ABC transporter substrate-binding lipoprotein CntA (cntA)	0
2471	GENBANK_LOCUS_TAG	SAUSA300_RS13350	SAUSA300_RS13350	0
2471	COG24_FUNCTION	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	0
2471	COG24_CATEGORY	E	Amino acid transport and metabolism	0
2471	KOfam	K02035	peptide/nickel transport system substrate-binding protein	4.7e-92
2471	KOfam	K15584	nickel transport system substrate-binding protein	7.5e-203
2471	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
2471	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Nickel transporter	0.0
2471	Pfam	PF00496.28	Bacterial extracellular solute-binding proteins, family 5 Middle	8.6e-84
2472	prodigal	WP_000040575.1	staphylopine dehydrogenase CntM (cntM)	0
2472	GENBANK_LOCUS_TAG	SAUSA300_RS13355	SAUSA300_RS13355	0
2472	COG24_FUNCTION	COG4408	Uncharacterized conserved protein (PDB:6C4L)	1.27e-310
2472	COG24_CATEGORY	S	Function unknown	0
