Geneid,start,end,strand,seqname,source,feature,score,ID,Parent,Dbxref,Name,Ontology_term,gbkey,gene,go_function,go_process,inference,product,protein_id,transl_table,go_component,Note,partial,pseudo,start_range,end_range,exception
SAUSA300_RS10940,2147508,2147648,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001093929.1,gene-SAUSA300_RS10940,GenBank:WP_001093929.1,WP_001093929.1,NA,CDS,agrD,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500744.1,cyclic lactone autoinducer peptide AgrD,WP_001093929.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10945,2147673,2148965,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001549202.1,gene-SAUSA300_RS10945,GenBank:WP_001549202.1,WP_001549202.1,NA,CDS,agrC,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001670396.1,quorum-sensing sensor histidine kinase AgrC,WP_001549202.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10950,2148984,2149700,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000688492.1,gene-SAUSA300_RS10950,GenBank:WP_000688492.1,WP_000688492.1,NA,CDS,agrA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000688500.1,quorum-sensing response regulator AgrA,WP_000688492.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10955,2149772,2149879,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790167.1,gene-SAUSA300_RS10955,GenBank:WP_001790167.1,WP_001790167.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500747.1,hypothetical protein,WP_001790167.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10960,2150067,2151026,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001253312.1,gene-SAUSA300_RS10960,GenBank:WP_001253312.1,WP_001253312.1,GO:0005975!!!GO:0016301,CDS,NA,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500748.1,carbohydrate kinase family protein,WP_001253312.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10965,2151023,2152507,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000141414.1,gene-SAUSA300_RS10965,GenBank:WP_000141414.1,WP_000141414.1,GO:0005975!!!GO:0004564!!!GO:0005737,CDS,NA,beta-fructofuranosidase activity|0004564||IEA,carbohydrate metabolic process|0005975||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500749.1,sucrose-6-phosphate hydrolase,WP_000141414.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10970,2152656,2153606,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000790330.1,gene-SAUSA300_RS10970,GenBank:WP_000790330.1,WP_000790330.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500750.1,LacI family DNA-binding transcriptional regulator,WP_000790330.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10975,2153789,2155039,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001052270.1,gene-SAUSA300_RS10975,GenBank:WP_001052270.1,WP_001052270.1,GO:0072488!!!GO:0008519!!!GO:0016020,CDS,NA,ammonium channel activity|0008519||IEA,ammonium transmembrane transport|0072488||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500751.1,ammonium transporter,WP_001052270.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10980,2155247,2155471,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000581077.1,gene-SAUSA300_RS10980,GenBank:WP_000581077.1,WP_000581077.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500752.1,sulfurtransferase TusA family protein,WP_000581077.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10985,2155531,2156610,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000266883.1,gene-SAUSA300_RS10985,GenBank:WP_000266883.1,WP_000266883.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000266877.1,YeeE/YedE family protein,WP_000266883.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10990,2156914,2157549,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001283612.1,gene-SAUSA300_RS10990,GenBank:WP_001283612.1,WP_001283612.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500754.1,redox-sensing transcriptional repressor Rex,WP_001283612.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS10995,2157802,2159730,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000602049.1,gene-SAUSA300_RS10995,GenBank:WP_000602049.1,WP_000602049.1,GO:0005524!!!GO:0016887,CDS,NA,ATP binding|0005524||IEA!!!ATP hydrolysis activity|0016887||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500755.1,ABC-F family ATP-binding cassette domain-containing protein,WP_000602049.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11000,2159874,2160002,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790685.1,gene-SAUSA300_RS11000,GenBank:WP_001790685.1,WP_001790685.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500756.1,hypothetical protein,WP_001790685.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11005,2160091,2161701,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000106330.1,gene-SAUSA300_RS11005,GenBank:WP_000106330.1,WP_000106330.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500757.1,MutS family DNA mismatch repair protein,WP_000106330.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11010,2161803,2162828,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000159034.1,gene-SAUSA300_RS11010,GenBank:WP_000159034.1,WP_000159034.1,GO:0002949,CDS,tsaD,NA,tRNA threonylcarbamoyladenosine modification|0002949||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500758.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,WP_000159034.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11015,2162821,2163285,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000372758.1,gene-SAUSA300_RS11015,GenBank:WP_000372758.1,WP_000372758.1,GO:0036211!!!GO:0042254!!!GO:0008999,CDS,rimI,peptide-alanine-alpha-N-acetyltransferase activity|0008999||IEA,protein modification process|0036211||IEA!!!ribosome biogenesis|0042254||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_001611465.1,ribosomal protein S18-alanine N-acetyltransferase,WP_000372758.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11020,2163258,2163920,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001086744.1,gene-SAUSA300_RS11020,GenBank:WP_001086744.1,WP_001086744.1,GO:0002949,CDS,tsaB,NA,tRNA threonylcarbamoyladenosine modification|0002949||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500760.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,WP_001086744.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11025,2163901,2164362,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000590798.1,gene-SAUSA300_RS11025,GenBank:WP_000590798.1,WP_000590798.1,GO:0002949,CDS,tsaE,NA,tRNA threonylcarbamoyladenosine modification|0002949||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000590797.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,WP_000590798.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11030,2164400,2164555,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789600.1,gene-SAUSA300_RS11030,GenBank:WP_001789600.1,WP_001789600.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500762.1,hypothetical protein,WP_001789600.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11035,2164873,2166561,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001255791.1,gene-SAUSA300_RS11035,GenBank:WP_001255791.1,WP_001255791.1,GO:0009082!!!GO:0004160!!!GO:0051536,CDS,ilvD,dihydroxy-acid dehydratase activity|0004160||IEA!!!iron-sulfur cluster binding|0051536||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500763.1,dihydroxy-acid dehydratase,WP_001255791.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11040,2166589,2168358,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000047820.1,gene-SAUSA300_RS11040,GenBank:WP_000047820.1,WP_000047820.1,GO:0009082!!!GO:0000287!!!GO:0003984!!!GO:0030976!!!GO:0050660,CDS,ilvB,magnesium ion binding|0000287||IEA!!!acetolactate synthase activity|0003984||IEA!!!thiamine pyrophosphate binding|0030976||IEA!!!flavin adenine dinucleotide binding|0050660||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500764.1,biosynthetic-type acetolactate synthase large subunit,WP_000047820.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11045,2168358,2168612,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000196911.1,gene-SAUSA300_RS11045,GenBank:WP_000196911.1,WP_000196911.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500765.1,ACT domain-containing protein,WP_000196911.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11050,2168749,2169753,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000214557.1,gene-SAUSA300_RS11050,GenBank:WP_000214557.1,WP_000214557.1,NA,CDS,ilvC,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500766.1,ketol-acid reductoisomerase,WP_000214557.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11055,2169783,2171312,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000094576.1,gene-SAUSA300_RS11055,GenBank:WP_000094576.1,WP_000094576.1,GO:0009098!!!GO:0003852,CDS,NA,2-isopropylmalate synthase activity|0003852||IEA,L-leucine biosynthetic process|0009098||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500767.1,2-isopropylmalate synthase,WP_000094576.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11060,2171315,2172361,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000221958.1,gene-SAUSA300_RS11060,GenBank:WP_000221958.1,WP_000221958.1,GO:0009098!!!GO:0003862,CDS,leuB,3-isopropylmalate dehydrogenase activity|0003862||IEA,L-leucine biosynthetic process|0009098||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500768.1,3-isopropylmalate dehydrogenase,WP_000221958.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11065,2172375,2173745,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000531823.1,gene-SAUSA300_RS11065,GenBank:WP_000531823.1,WP_000531823.1,GO:0009098!!!GO:0003861!!!GO:0051539!!!GO:0009316,CDS,leuC,3-isopropylmalate dehydratase activity|0003861||IEA!!!4 iron%2C 4 sulfur cluster binding|0051539||IEA,L-leucine biosynthetic process|0009098||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500769.1,3-isopropylmalate dehydratase large subunit,WP_000531823.1,11,3-isopropylmalate dehydratase complex|0009316||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11070,2173746,2174318,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000718955.1,gene-SAUSA300_RS11070,GenBank:WP_000718955.1,WP_000718955.1,GO:0009098!!!GO:0003861!!!GO:0009316,CDS,leuD,3-isopropylmalate dehydratase activity|0003861||IEA,L-leucine biosynthetic process|0009098||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500770.1,3-isopropylmalate dehydratase small subunit,WP_000718955.1,11,3-isopropylmalate dehydratase complex|0009316||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11075,2174333,2175601,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000216853.1,gene-SAUSA300_RS11075,GenBank:WP_000216853.1,WP_000216853.1,GO:0006520!!!GO:0004794,CDS,ilvA,threonine deaminase activity|0004794||IEA,amino acid metabolic process|0006520||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500771.1,threonine ammonia-lyase IlvA,WP_000216853.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11110,2181964,2182419,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001058111.1,gene-SAUSA300_RS11110,GenBank:WP_001058111.1,WP_001058111.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500774.1,SprT family protein,WP_001058111.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11115,2182412,2184562,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000370124.1,gene-SAUSA300_RS11115,GenBank:WP_000370124.1,WP_000370124.1,GO:0003676!!!GO:0003729!!!GO:0005829,CDS,NA,nucleic acid binding|0003676||IEA!!!mRNA binding|0003729||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500775.1,Tex family protein,WP_000370124.1,11,cytosol|0005829||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11120,2184996,2185766,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001041103.1,gene-SAUSA300_RS11120,GenBank:WP_001041103.1,WP_001041103.1,GO:0006352!!!GO:0003700!!!GO:0016987,CDS,sigB,DNA-binding transcription factor activity|0003700||IEA!!!sigma factor activity|0016987||IEA,DNA-templated transcription initiation|0006352||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500776.1,RNA polymerase sigma factor SigB,WP_001041103.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11125,2185741,2186220,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001190829.1,gene-SAUSA300_RS11125,GenBank:WP_001190829.1,WP_001190829.1,GO:0006468!!!GO:0045892!!!GO:0004674!!!GO:0005524!!!GO:0016989,CDS,rsbW,protein serine/threonine kinase activity|0004674||IEA!!!ATP binding|0005524||IEA!!!sigma factor antagonist activity|0016989||IEA,protein phosphorylation|0006468||IEA!!!negative regulation of DNA-templated transcription|0045892||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_001190828.1,anti-sigma B factor RsbW,WP_001190829.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11130,2186222,2186548,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001052491.1,gene-SAUSA300_RS11130,GenBank:WP_001052491.1,WP_001052491.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_019468012.1,anti-sigma factor antagonist,WP_001052491.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11135,2186667,2187668,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000390829.1,gene-SAUSA300_RS11135,GenBank:WP_000390829.1,WP_000390829.1,GO:0016791,CDS,NA,phosphatase activity|0016791||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000390648.1,SpoIIE family protein phosphatase,WP_000390829.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11145,2188018,2188380,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000621175.1,gene-SAUSA300_RS11145,GenBank:WP_000621175.1,WP_000621175.1,GO:0006402!!!GO:0016075!!!GO:0003677!!!GO:0003723!!!GO:0004521,CDS,NA,DNA binding|0003677||IEA!!!RNA binding|0003723||IEA!!!RNA endonuclease activity|0004521||IEA,mRNA catabolic process|0006402||IEA!!!rRNA catabolic process|0016075||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500782.1,type II toxin-antitoxin system PemK/MazF family toxin,WP_000621175.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11150,2188377,2188547,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000948331.1,gene-SAUSA300_RS11150,GenBank:WP_000948331.1,WP_000948331.1,NA,CDS,mazE,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500783.1,type II toxin-antitoxin system antitoxin MazE,WP_000948331.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11155,2188632,2189780,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001281145.1,gene-SAUSA300_RS11155,GenBank:WP_001281145.1,WP_001281145.1,GO:0006522!!!GO:0009252!!!GO:0008784,CDS,alr,alanine racemase activity|0008784||IEA,alanine metabolic process|0006522||IEA!!!peptidoglycan biosynthetic process|0009252||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500784.1,alanine racemase,WP_001281145.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11160,2189846,2190205,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000581200.1,gene-SAUSA300_RS11160,GenBank:WP_000581200.1,WP_000581200.1,GO:0008610!!!GO:0008897,CDS,acpS,holo-[acyl-carrier-protein] synthase activity|0008897||IEA,lipid biosynthetic process|0008610||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500785.1,holo-ACP synthase,WP_000581200.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11165,2190209,2190700,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001205910.1,gene-SAUSA300_RS11165,GenBank:WP_001205910.1,WP_001205910.1,GO:0005515,CDS,NA,protein binding|0005515||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500786.1,PH domain-containing protein,WP_001205910.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11170,2190687,2192270,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001294626.1,gene-SAUSA300_RS11170,GenBank:WP_001294626.1,WP_001294626.1,GO:0005515,CDS,NA,protein binding|0005515||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500787.1,PH domain-containing protein,WP_001294626.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11175,2192263,2192742,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001287088.1,gene-SAUSA300_RS11175,GenBank:WP_001287088.1,WP_001287088.1,GO:0005515,CDS,NA,protein binding|0005515||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500788.1,PH domain-containing protein,WP_001287088.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11180,2192950,2193510,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001092411.1,gene-SAUSA300_RS11180,GenBank:WP_001092411.1,WP_001092411.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500789.1,K(+)-transporting ATPase subunit C,WP_001092411.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11185,2193530,2195557,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000546584.1,gene-SAUSA300_RS11185,GenBank:WP_000546584.1,WP_000546584.1,GO:0006813!!!GO:0005524!!!GO:0008556!!!GO:0016020!!!GO:0031004,CDS,kdpB,ATP binding|0005524||IEA!!!P-type potassium transmembrane transporter activity|0008556||IEA,potassium ion transport|0006813||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000852430.1,potassium-transporting ATPase subunit KdpB,WP_000546584.1,11,membrane|0016020||IEA!!!potassium ion-transporting ATPase complex|0031004||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11190,2195576,2197252,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000402656.1,gene-SAUSA300_RS11190,GenBank:WP_000402656.1,WP_000402656.1,GO:0006813!!!GO:0008556!!!GO:0031004,CDS,kdpA,P-type potassium transmembrane transporter activity|0008556||IEA,potassium ion transport|0006813||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500791.1,potassium-transporting ATPase subunit KdpA,WP_000402656.1,11,potassium ion-transporting ATPase complex|0031004||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11195,2197276,2197386,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789641.1,gene-SAUSA300_RS11195,GenBank:WP_001789641.1,WP_001789641.1,GO:0006813!!!GO:0043462!!!GO:0031004,CDS,kdpF,NA,potassium ion transport|0006813||IEA!!!regulation of ATP-dependent activity|0043462||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500792.1,K(+)-transporting ATPase subunit F,WP_001789641.1,11,potassium ion-transporting ATPase complex|0031004||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11200,2197524,2200181,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000072278.1,gene-SAUSA300_RS11200,GenBank:WP_000072278.1,WP_000072278.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500793.1,sensor histidine kinase,WP_000072278.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11205,2200181,2200876,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001190841.1,gene-SAUSA300_RS11205,GenBank:WP_001190841.1,WP_001190841.1,GO:0000160!!!GO:0006355!!!GO:0000156!!!GO:0003677,CDS,NA,phosphorelay response regulator activity|0000156||IEA!!!DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA!!!regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500794.1,response regulator transcription factor,WP_001190841.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11210,2201245,2202765,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001178942.1,gene-SAUSA300_RS11210,GenBank:WP_001178942.1,WP_001178942.1,NA,CDS,cshA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500795.1,degradosome RNA helicase CshA,WP_001178942.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11215,2203282,2204640,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000611462.1,gene-SAUSA300_RS11215,GenBank:WP_000611462.1,WP_000611462.1,GO:0009252!!!GO:0071555!!!GO:0005524!!!GO:0047480,CDS,NA,ATP binding|0005524||IEA!!!UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|0047480||IEA,peptidoglycan biosynthetic process|0009252||IEA!!!cell wall organization|0071555||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500796.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,WP_000611462.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11220,2204655,2205725,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000159631.1,gene-SAUSA300_RS11220,GenBank:WP_000159631.1,WP_000159631.1,GO:0005524!!!GO:0008716!!!GO:0046872,CDS,NA,ATP binding|0005524||IEA!!!D-alanine-D-alanine ligase activity|0008716||IEA!!!metal ion binding|0046872||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500797.1,D-alanine--D-alanine ligase,WP_000159631.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11225,2206043,2207245,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001109939.1,gene-SAUSA300_RS11225,GenBank:WP_001109939.1,WP_001109939.1,GO:0008360!!!GO:0009252!!!GO:0051301!!!GO:0071555!!!GO:0008955!!!GO:0015648,CDS,NA,peptidoglycan glycosyltransferase activity|0008955||IEA!!!lipid-linked peptidoglycan transporter activity|0015648||IEA,regulation of cell shape|0008360||IEA!!!peptidoglycan biosynthetic process|0009252||IEA!!!cell division|0051301||IEA!!!cell wall organization|0071555||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500798.1,FtsW/RodA/SpoVE family cell cycle protein,WP_001109939.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11230,2207509,2207646,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000828354.1,gene-SAUSA300_RS11230,GenBank:WP_000828354.1,WP_000828354.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500799.1,Lmo0850 family protein,WP_000828354.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11235,2207774,2207983,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000581792.1,gene-SAUSA300_RS11235,GenBank:WP_000581792.1,WP_000581792.1,NA,CDS,csoZ,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500800.1,putative copper chaperone CsoZ,WP_000581792.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11240,2207995,2208288,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000138932.1,gene-SAUSA300_RS11240,GenBank:WP_000138932.1,WP_000138932.1,NA,CDS,csoR,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500801.1,copper-sensing transcriptional repressor CsoR,WP_000138932.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11245,2208454,2209938,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000571549.1,gene-SAUSA300_RS11245,GenBank:WP_000571549.1,WP_000571549.1,GO:0032049!!!GO:0008808!!!GO:0016780,CDS,cls,cardiolipin synthase activity|0008808||IEA!!!phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA,cardiolipin biosynthetic process|0032049||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500802.1,cardiolipin synthase,WP_000571549.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11250,2209966,2210613,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001187629.1,gene-SAUSA300_RS11250,GenBank:WP_001187629.1,WP_001187629.1,GO:0016787!!!GO:0046872,CDS,NA,hydrolase activity|0016787||IEA!!!metal ion binding|0046872||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500803.1,HD domain-containing protein,WP_001187629.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11265,2211426,2212298,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000725802.1,gene-SAUSA300_RS11265,GenBank:WP_000725802.1,WP_000725802.1,GO:0051205!!!GO:0016020,CDS,yidC,NA,protein insertion into membrane|0051205||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500806.1,membrane protein insertase YidC,WP_000725802.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11270,2212384,2213025,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000483153.1,gene-SAUSA300_RS11270,GenBank:WP_000483153.1,WP_000483153.1,GO:0009228!!!GO:0004789,CDS,thiE,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500807.1,thiamine phosphate synthase,WP_000483153.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11275,2213027,2213818,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001108479.1,gene-SAUSA300_RS11275,GenBank:WP_001108479.1,WP_001108479.1,GO:0009228!!!GO:0004417,CDS,thiM,hydroxyethylthiazole kinase activity|0004417||IEA,thiamine biosynthetic process|0009228||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500808.1,hydroxyethylthiazole kinase,WP_001108479.1,11,NA,NA,NA,NA,NA,NA,NA
